O*NET-SOC Code,Title,Workplace Example,Element ID,Element Name,Hot Technology,In Demand,Normalized_Tool_Name
41-9022.00,Real Estate Sales Agents,Microsoft Dynamics,2.E.6.c,Customer relationship management CRM software,N,N,Microsoft Dynamics
41-9022.00,Real Estate Sales Agents,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y,Microsoft Excel
41-9022.00,Real Estate Sales Agents,Microsoft FrontPage,2.E.4.g,Web page creation and editing software,N,N,Microsoft FrontPage
41-9022.00,Real Estate Sales Agents,Microsoft Office software,2.E.1.k,Office suite software,Y,Y,Microsoft Office software
41-9022.00,Real Estate Sales Agents,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,Y,Microsoft Outlook
41-9022.00,Real Estate Sales Agents,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N,Microsoft PowerPoint
41-9022.00,Real Estate Sales Agents,Microsoft Project,2.E.1.e,Project management software,Y,N,Microsoft Project
41-9022.00,Real Estate Sales Agents,Microsoft Publisher,2.E.4.k,Desktop publishing software,N,N,Microsoft Publisher
41-9022.00,Real Estate Sales Agents,Microsoft Teams,2.E.1.e,Project management software,Y,N,Microsoft Teams
41-9022.00,Real Estate Sales Agents,Microsoft Word,2.E.4.d,Word processing software,Y,Y,Microsoft Word
41-9022.00,Real Estate Sales Agents,Moxi Works MoxiEngage,2.E.6.c,Customer relationship management CRM software,N,N,Moxi Works MoxiEngage
41-9022.00,Real Estate Sales Agents,Moxi Works MoxiImpress,2.E.1.l,Sales and marketing software,N,N,Moxi Works MoxiImpress
41-9022.00,Real Estate Sales Agents,Moxi Works MoxiPresent,2.E.4.f,Presentation software,N,N,Moxi Works MoxiPresent
41-9022.00,Real Estate Sales Agents,National Association of Realtors Online Database,2.E.6.e,Data base reporting software,N,N,National Association of Realtors Online Database
41-9022.00,Real Estate Sales Agents,Navigation software,2.E.8.d,Route navigation software,N,N,Navigation software
41-9022.00,Real Estate Sales Agents,Newsletter production software,2.E.1.i,Expert system software,N,N,Newsletter production software
41-9022.00,Real Estate Sales Agents,OWL Bookkeeping for Realtors,2.E.2.a,Accounting software,N,N,OWL Bookkeeping for Realtors
41-9022.00,Real Estate Sales Agents,Panorama Technologies ModelWeaver,2.E.4.c,Video creation and editing software,N,N,Panorama Technologies ModelWeaver
41-9022.00,Real Estate Sales Agents,Panoweaver Panorama,2.E.4.b,Graphics or photo imaging software,N,N,Panoweaver Panorama
41-9022.00,Real Estate Sales Agents,Power Real Estate Letters,2.E.1.i,Expert system software,N,N,Power Real Estate Letters
41-9022.00,Real Estate Sales Agents,PrimaSoft PC Realtor Organizer Deluxe,2.E.6.c,Customer relationship management CRM software,N,N,PrimaSoft PC Realtor Organizer Deluxe
41-9022.00,Real Estate Sales Agents,ProForce Highlight Flyer Master,2.E.1.i,Expert system software,N,N,ProForce Highlight Flyer Master
41-9022.00,Real Estate Sales Agents,ProForce Ultimate Brochures,2.E.1.i,Expert system software,N,N,ProForce Ultimate Brochures
41-9022.00,Real Estate Sales Agents,Real estate application contract transmission REACT software,2.E.2.d,Financial analysis software,N,N,Real estate application contract transmission REACT software
41-9022.00,Real Estate Sales Agents,Real estate investment analysis software,2.E.2.d,Financial analysis software,N,N,Real estate investment analysis software
41-9022.00,Real Estate Sales Agents,Real Pro,2.E.2.d,Financial analysis software,N,N,Real Pro
41-9022.00,Real Estate Sales Agents,RealData Comparative Lease Analysis,2.E.2.d,Financial analysis software,N,N,RealData Comparative Lease Analysis
41-9022.00,Real Estate Sales Agents,Reality Star ProAGENT Power Series Presentations,2.E.4.f,Presentation software,N,N,Reality Star ProAGENT Power Series Presentations
41-9022.00,Real Estate Sales Agents,Realtors Property Resource RPR,2.E.6.e,Data base reporting software,N,N,Realtors Property Resource RPR
41-9022.00,Real Estate Sales Agents,RealtyStar AgentOffice,2.E.1.k,Office suite software,N,N,RealtyStar AgentOffice
41-9022.00,Real Estate Sales Agents,RealtyStar Real Estate Assistant,2.E.6.c,Customer relationship management CRM software,N,N,RealtyStar Real Estate Assistant
41-9022.00,Real Estate Sales Agents,Reveal Systems Truewire,2.E.1.i,Expert system software,N,N,Reveal Systems Truewire
41-9022.00,Real Estate Sales Agents,RPIS Silent Flyer,2.E.1.i,Expert system software,N,N,RPIS Silent Flyer
41-9022.00,Real Estate Sales Agents,Scheduling software,2.E.4.h,Calendar and scheduling software,N,N,Scheduling software
41-9022.00,Real Estate Sales Agents,Showing Suite HomeFeedback,2.E.6.f,Data base user interface and query software,N,N,Showing Suite HomeFeedback
41-9022.00,Real Estate Sales Agents,Showing Suite HomeFollowup,2.E.6.f,Data base user interface and query software,N,N,Showing Suite HomeFollowup
41-9022.00,Real Estate Sales Agents,Showing Suite real estate software,2.E.6.f,Data base user interface and query software,N,N,Showing Suite real estate software
41-9022.00,Real Estate Sales Agents,Showing Suite Showing Calendar,2.E.4.h,Calendar and scheduling software,N,N,Showing Suite Showing Calendar
41-9022.00,Real Estate Sales Agents,Social media sites,2.E.4.g,Web page creation and editing software,N,N,Social media sites
41-9022.00,Real Estate Sales Agents,SRC Cash Flow Analyzer Pro,2.E.2.d,Financial analysis software,N,N,SRC Cash Flow Analyzer Pro
41-9022.00,Real Estate Sales Agents,Tax software,2.E.2.a,Accounting software,N,N,Tax software
41-9022.00,Real Estate Sales Agents,Telluride Software Classic Trak-It,2.E.1.e,Project management software,N,N,Telluride Software Classic Trak-It
41-9022.00,Real Estate Sales Agents,The IPIX Real Estate Wizard hometour360 Wizard,2.E.4.b,Graphics or photo imaging software,N,N,The IPIX Real Estate Wizard hometour360 Wizard
41-9022.00,Real Estate Sales Agents,TimeValue software,2.E.2.d,Financial analysis software,N,N,TimeValue software
41-9022.00,Real Estate Sales Agents,Topaz Software Symplifi (business analysis feature),2.E.1.i,Expert system software,N,N,Topaz Software Symplifi (business analysis feature)
41-9022.00,Real Estate Sales Agents,Topaz Software Symplifi (CRM feature),2.E.6.c,Customer relationship management CRM software,N,N,Topaz Software Symplifi (CRM feature)
41-9022.00,Real Estate Sales Agents,TopProducer,2.E.6.c,Customer relationship management CRM software,N,N,TopProducer
41-9022.00,Real Estate Sales Agents,Web-administered databases,2.E.6.f,Data base user interface and query software,N,N,Web-administered databases
41-9022.00,Real Estate Sales Agents,Wheatworks Real Estate Calculator Suite,2.E.2.d,Financial analysis software,N,N,Wheatworks Real Estate Calculator Suite
41-9022.00,Real Estate Sales Agents,Xactware Xactimate,2.E.6.f,Data base user interface and query software,N,N,Xactware Xactimate
41-9022.00,Real Estate Sales Agents,Yardi software,2.E.6.f,Data base user interface and query software,Y,Y,Yardi software
41-9022.00,Real Estate Sales Agents,Yardi Systems Yardi Enterprise,2.E.6.f,Data base user interface and query software,N,N,Yardi Systems Yardi Enterprise
41-9022.00,Real Estate Sales Agents,Zoom,2.E.16.b,Video conferencing software,Y,N,Zoom
41-9031.00,Sales Engineers,Ab Initio,2.E.2.b,Enterprise resource planning ERP software,N,N,Ab Initio
41-9031.00,Sales Engineers,Amazon Web Services AWS software,2.E.6.f,Data base user interface and query software,Y,Y,Amazon Web Services AWS software
41-9031.00,Sales Engineers,Ansible software,2.E.1.i,Expert system software,Y,N,Ansible software
41-9031.00,Sales Engineers,Apache Cassandra,2.E.6.d,Data base management system software,Y,N,Apache Cassandra
41-9031.00,Sales Engineers,Apache Hadoop,2.E.6.d,Data base management system software,Y,N,Apache Hadoop
41-9031.00,Sales Engineers,Apache HBase,2.E.6.d,Data base management system software,N,N,Apache HBase
41-9031.00,Sales Engineers,Apache Pig,2.E.6.d,Data base management system software,N,N,Apache Pig
41-9031.00,Sales Engineers,Apache Struts,2.E.7.h,Web platform development software,N,N,Apache Struts
41-9031.00,Sales Engineers,Apple iOS,2.E.13.c,Operating system software,Y,N,Apple iOS
41-9031.00,Sales Engineers,Atlassian JIRA,2.E.5.a,Content workflow software,Y,N,Atlassian JIRA
41-9031.00,Sales Engineers,Autodesk AutoCAD,2.E.9.c,Computer aided design CAD software,Y,N,Autodesk AutoCAD
41-9031.00,Sales Engineers,Border Gateway Protocol BGP,2.E.12.g,Switch or router software,Y,N,Border Gateway Protocol BGP
41-9031.00,Sales Engineers,C,2.E.7.b,Development environment software,Y,N,C
41-9031.00,Sales Engineers,C++,2.E.7.e,Object or component oriented development software,Y,N,C++
41-9031.00,Sales Engineers,Cisco Systems CiscoWorks,2.E.11.c,Administration software,N,N,Cisco Systems CiscoWorks
41-9031.00,Sales Engineers,Cisco Systems VPN Client,2.E.14.b,Network security or virtual private network VPN management software,N,N,Cisco Systems VPN Client
41-9031.00,Sales Engineers,Citrix cloud computing software,2.E.12.a,Access software,N,N,Citrix cloud computing software
41-9031.00,Sales Engineers,Dassault Systemes SolidWorks,2.E.9.c,Computer aided design CAD software,Y,N,Dassault Systemes SolidWorks
41-9031.00,Sales Engineers,Database management software,2.E.6.f,Data base user interface and query software,N,N,Database management software
41-9031.00,Sales Engineers,Docker,2.E.10.a,Application server software,Y,N,Docker
41-9031.00,Sales Engineers,Enterprise application integration EAI software,2.E.7.c,Enterprise application integration software,N,N,Enterprise application integration EAI software
41-9031.00,Sales Engineers,Enterprise JavaBeans,2.E.7.h,Web platform development software,N,N,Enterprise JavaBeans
41-9031.00,Sales Engineers,Extensible hypertext markup language XHTML,2.E.7.h,Web platform development software,N,N,Extensible hypertext markup language XHTML
41-9031.00,Sales Engineers,Extensible markup language XML,2.E.7.c,Enterprise application integration software,Y,N,Extensible markup language XML
41-9031.00,Sales Engineers,Firewall software,2.E.14.c,Network security and virtual private network VPN equipment software,N,N,Firewall software
41-9031.00,Sales Engineers,Google Cloud software,2.E.11.e,Cloud-based management software,N,N,Google Cloud software
41-9031.00,Sales Engineers,Google Workspace software,2.E.1.k,Office suite software,Y,N,Google Workspace software
41-9031.00,Sales Engineers,Graphics software,2.E.4.b,Graphics or photo imaging software,N,N,Graphics software
41-9031.00,Sales Engineers,Hewlett Packard HP-UX,2.E.13.c,Operating system software,N,N,Hewlett Packard HP-UX
41-9031.00,Sales Engineers,Hyperion Solutions Hyperion System 9 Bi+,2.E.2.b,Enterprise resource planning ERP software,N,N,Hyperion Solutions Hyperion System 9 Bi+
41-9031.00,Sales Engineers,IBM Cognos Business Intelligence,2.E.6.m,Business intelligence and data analysis software,N,N,IBM Cognos Business Intelligence
41-9031.00,Sales Engineers,IBM Cognos Impromptu,2.E.6.m,Business intelligence and data analysis software,N,N,IBM Cognos Impromptu
41-9031.00,Sales Engineers,IBM DB2,2.E.6.f,Data base user interface and query software,Y,N,IBM DB2
41-9031.00,Sales Engineers,IBM Domino,2.E.12.b,Communications server software,N,N,IBM Domino
41-9031.00,Sales Engineers,Informatica Corporation PowerCenter,2.E.2.b,Enterprise resource planning ERP software,N,N,Informatica Corporation PowerCenter
41-9031.00,Sales Engineers,JavaScript,2.E.7.h,Web platform development software,Y,N,JavaScript
41-9031.00,Sales Engineers,Kubernetes,2.E.10.a,Application server software,Y,N,Kubernetes
41-9031.00,Sales Engineers,Linux,2.E.13.c,Operating system software,Y,N,Linux
41-9031.00,Sales Engineers,Management information systems MIS,2.E.2.b,Enterprise resource planning ERP software,N,N,Management information systems MIS
41-9031.00,Sales Engineers,MapReduce big data software,2.E.6.m,Business intelligence and data analysis software,N,N,MapReduce big data software
41-9031.00,Sales Engineers,McAfee,2.E.14.d,Transaction security and virus protection software,N,N,McAfee
41-9031.00,Sales Engineers,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N,Microsoft Access
41-9031.00,Sales Engineers,Microsoft Active Directory,2.E.10.d,Internet directory services software,Y,N,Microsoft Active Directory
41-9031.00,Sales Engineers,Microsoft Azure software,2.E.7.b,Development environment software,Y,Y,Microsoft Azure software
41-9031.00,Sales Engineers,Microsoft Dynamics,2.E.6.c,Customer relationship management CRM software,N,N,Microsoft Dynamics
41-9031.00,Sales Engineers,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y,Microsoft Excel
41-9031.00,Sales Engineers,Microsoft Exchange,2.E.16.a,Electronic mail software,N,N,Microsoft Exchange
41-9031.00,Sales Engineers,Microsoft Office Live Meeting,2.E.16.b,Video conferencing software,N,N,Microsoft Office Live Meeting
41-9031.00,Sales Engineers,Microsoft Office software,2.E.1.k,Office suite software,Y,Y,Microsoft Office software
41-9031.00,Sales Engineers,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N,Microsoft Outlook
41-9031.00,Sales Engineers,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,Y,Microsoft PowerPoint
41-9031.00,Sales Engineers,Microsoft Project,2.E.1.e,Project management software,Y,N,Microsoft Project
41-9031.00,Sales Engineers,Microsoft SharePoint,2.E.5.b,Document management software,Y,N,Microsoft SharePoint
41-9031.00,Sales Engineers,Microsoft SQL Server,2.E.6.f,Data base user interface and query software,Y,N,Microsoft SQL Server
41-9031.00,Sales Engineers,Microsoft Teams,2.E.1.e,Project management software,Y,N,Microsoft Teams
41-9031.00,Sales Engineers,Microsoft Visio,2.E.1.p,Process mapping and design software,Y,N,Microsoft Visio
41-9031.00,Sales Engineers,Microsoft Windows Server,2.E.13.c,Operating system software,Y,N,Microsoft Windows Server
41-9031.00,Sales Engineers,Microsoft Word,2.E.4.d,Word processing software,Y,N,Microsoft Word
41-9031.00,Sales Engineers,MicroStrategy,2.E.6.m,Business intelligence and data analysis software,N,N,MicroStrategy
41-9031.00,Sales Engineers,MicroStrategy Desktop,2.E.2.b,Enterprise resource planning ERP software,N,N,MicroStrategy Desktop
41-9031.00,Sales Engineers,Network directory services software,2.E.10.d,Internet directory services software,N,N,Network directory services software
41-9031.00,Sales Engineers,NortonLifeLock cybersecurity software,2.E.14.d,Transaction security and virus protection software,N,N,NortonLifeLock cybersecurity software
41-9031.00,Sales Engineers,Oracle Database,2.E.6.f,Data base user interface and query software,Y,N,Oracle Database
41-9031.00,Sales Engineers,Oracle Java,2.E.7.e,Object or component oriented development software,Y,N,Oracle Java
41-9031.00,Sales Engineers,Oracle PeopleSoft,2.E.2.b,Enterprise resource planning ERP software,Y,N,Oracle PeopleSoft
41-9031.00,Sales Engineers,Oracle Solaris,2.E.13.c,Operating system software,N,N,Oracle Solaris
41-9031.00,Sales Engineers,Perl,2.E.7.e,Object or component oriented development software,Y,N,Perl
41-9031.00,Sales Engineers,PHP,2.E.7.h,Web platform development software,Y,N,PHP
41-9031.00,Sales Engineers,Platform as a service PaaS,2.E.16.i,Cloud-based data access and sharing software,N,N,Platform as a service PaaS
41-9031.00,Sales Engineers,Python,2.E.7.e,Object or component oriented development software,Y,Y,Python
41-9031.00,Sales Engineers,R,2.E.7.e,Object or component oriented development software,Y,N,R
41-9031.00,Sales Engineers,React,2.E.7.h,Web platform development software,Y,N,React
41-9031.00,Sales Engineers,RESTful API,2.E.7.h,Web platform development software,N,N,RESTful API
41-9031.00,Sales Engineers,Ruby,2.E.7.b,Development environment software,Y,N,Ruby
41-9031.00,Sales Engineers,Sales analysis software,2.E.2.d,Financial analysis software,N,N,Sales analysis software
41-9031.00,Sales Engineers,Salesforce software,2.E.6.c,Customer relationship management CRM software,Y,Y,Salesforce software
41-9031.00,Sales Engineers,SAP Adaptive Server Enterprise,2.E.6.f,Data base user interface and query software,N,N,SAP Adaptive Server Enterprise
41-9031.00,Sales Engineers,SAP Business Objects,2.E.2.b,Enterprise resource planning ERP software,N,N,SAP Business Objects
41-9031.00,Sales Engineers,SAP Business One,2.E.2.b,Enterprise resource planning ERP software,N,N,SAP Business One
41-9031.00,Sales Engineers,SAP BusinessObjects Crystal Reports,2.E.6.e,Data base reporting software,N,N,SAP BusinessObjects Crystal Reports
41-9031.00,Sales Engineers,SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,N,SAP software
41-9031.00,Sales Engineers,Scheduling software,2.E.4.h,Calendar and scheduling software,N,N,Scheduling software
41-9031.00,Sales Engineers,Security assertion markup language SAML,2.E.7.h,Web platform development software,N,N,Security assertion markup language SAML
41-9031.00,Sales Engineers,Shell script,2.E.13.c,Operating system software,Y,N,Shell script
41-9031.00,Sales Engineers,Single sign-on SSO,2.E.14.a,Authentication server software,N,N,Single sign-on SSO
41-9031.00,Sales Engineers,Software as a service SaaS,2.E.16.i,Cloud-based data access and sharing software,N,N,Software as a service SaaS
41-9031.00,Sales Engineers,Splunk Enterprise,2.E.11.e,Cloud-based management software,Y,N,Splunk Enterprise
41-9031.00,Sales Engineers,Structured query language SQL,2.E.6.f,Data base user interface and query software,Y,N,Structured query language SQL
41-9031.00,Sales Engineers,Teradata Database,2.E.6.d,Data base management system software,Y,N,Teradata Database
41-9031.00,Sales Engineers,UNIX,2.E.13.c,Operating system software,Y,N,UNIX
41-9031.00,Sales Engineers,Virtual private networking VPN software,2.E.14.c,Network security and virtual private network VPN equipment software,N,N,Virtual private networking VPN software
41-9031.00,Sales Engineers,Voice over internet protocol VoIP system software,2.E.11.d,Internet protocol IP multimedia subsystem software,N,N,Voice over internet protocol VoIP system software
41-9031.00,Sales Engineers,Web browser software,2.E.10.e,Internet browser software,N,N,Web browser software
41-9031.00,Sales Engineers,WebEx Sales Center,2.E.4.f,Presentation software,N,N,WebEx Sales Center
41-9031.00,Sales Engineers,Wireshark,2.E.11.a,Network monitoring software,N,N,Wireshark
41-9041.00,Telemarketers,Acarda Sales Technologies Acarda Outbound,2.E.1.a,Helpdesk or call center software,N,N,Acarda Sales Technologies Acarda Outbound
41-9041.00,Telemarketers,Automatic call distribution software,2.E.1.a,Helpdesk or call center software,N,N,Automatic call distribution software
41-9041.00,Telemarketers,Database Systems Corp Telemation,2.E.6.c,Customer relationship management CRM software,N,N,Database Systems Corp Telemation
41-9041.00,Telemarketers,Microsoft Dynamics,2.E.6.c,Customer relationship management CRM software,N,N,Microsoft Dynamics
41-9041.00,Telemarketers,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N,Microsoft Excel
41-9041.00,Telemarketers,Microsoft Office software,2.E.1.k,Office suite software,Y,N,Microsoft Office software
41-9041.00,Telemarketers,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N,Microsoft Outlook
41-9041.00,Telemarketers,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N,Microsoft PowerPoint
41-9041.00,Telemarketers,Microsoft Word,2.E.4.d,Word processing software,Y,N,Microsoft Word
41-9041.00,Telemarketers,Remote access call center software,2.E.12.a,Access software,N,N,Remote access call center software
41-9041.00,Telemarketers,Salesforce software,2.E.6.c,Customer relationship management CRM software,Y,N,Salesforce software
41-9041.00,Telemarketers,Softphone software,2.E.1.a,Helpdesk or call center software,N,N,Softphone software
41-9041.00,Telemarketers,Zoom,2.E.16.b,Video conferencing software,Y,N,Zoom
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Facebook,2.E.4.g,Web page creation and editing software,Y,N,Facebook
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N,Microsoft Excel
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Microsoft Office software,2.E.1.k,Office suite software,Y,N,Microsoft Office software
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Route mapping software,2.E.8.d,Route navigation software,N,N,Route mapping software
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Web browser software,2.E.10.e,Internet browser software,N,N,Web browser software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Adobe Acrobat,2.E.5.b,Document management software,Y,N,Adobe Acrobat
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,ADP Workforce Now,2.E.1.c,Human resources software,N,N,ADP Workforce Now
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Apple macOS,2.E.13.c,Operating system software,Y,N,Apple macOS
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Blackbaud The Raiser's Edge,2.E.6.c,Customer relationship management CRM software,N,N,Blackbaud The Raiser's Edge
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Blackboard software,2.E.6.f,Data base user interface and query software,N,N,Blackboard software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Bookkeeping software,2.E.2.a,Accounting software,N,N,Bookkeeping software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Citrix cloud computing software,2.E.12.a,Access software,N,N,Citrix cloud computing software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Contract management software,2.E.1.e,Project management software,N,N,Contract management software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Data entry software,2.E.6.f,Data base user interface and query software,N,N,Data entry software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Database software,2.E.6.f,Data base user interface and query software,N,N,Database software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Delphi Technology,2.E.2.d,Financial analysis software,N,N,Delphi Technology
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Document management system software,2.E.5.b,Document management software,N,N,Document management system software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Dropbox,2.E.16.i,Cloud-based data access and sharing software,N,N,Dropbox
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Evernote,2.E.4.d,Word processing software,N,N,Evernote
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Facebook,2.E.4.g,Web page creation and editing software,Y,N,Facebook
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,FileMaker Pro,2.E.6.f,Data base user interface and query software,N,N,FileMaker Pro
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Fund accounting software,2.E.2.a,Accounting software,N,N,Fund accounting software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Google Docs,2.E.4.d,Word processing software,Y,N,Google Docs
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Google Drive,2.E.16.i,Cloud-based data access and sharing software,N,N,Google Drive
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,GroupMe,2.E.16.d,Instant messaging software,N,N,GroupMe
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Handheld computer device software,2.E.13.c,Operating system software,N,N,Handheld computer device software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,HCSS HeavyBid,2.E.1.e,Project management software,N,N,HCSS HeavyBid
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,HCSS HeavyJob,2.E.1.e,Project management software,N,N,HCSS HeavyJob
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Healthcare common procedure coding system HCPCS,2.E.9.i,Medical software,N,N,Healthcare common procedure coding system HCPCS
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Henry Schein Dentrix,2.E.9.i,Medical software,Y,N,Henry Schein Dentrix
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Human resource management software HRMS,2.E.1.c,Human resources software,N,N,Human resource management software HRMS
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,IBM Cognos Impromptu,2.E.6.m,Business intelligence and data analysis software,N,N,IBM Cognos Impromptu
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,IBM Domino,2.E.12.b,Communications server software,N,N,IBM Domino
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,IBM Notes,2.E.16.a,Electronic mail software,N,N,IBM Notes
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,IBM SPSS Statistics,2.E.9.d,Analytical or scientific software,Y,N,IBM SPSS Statistics
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Intuit QuickBooks,2.E.2.a,Accounting software,Y,N,Intuit QuickBooks
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,JamBoard,2.E.4.b,Graphics or photo imaging software,N,N,JamBoard
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,LexisNexis,2.E.6.h,Information retrieval or search software,N,N,LexisNexis
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,LogMeIn GoToMeeting,2.E.16.b,Video conferencing software,N,N,LogMeIn GoToMeeting
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Loom,2.E.4.c,Video creation and editing software,N,N,Loom
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Medical condition coding software,2.E.9.i,Medical software,N,N,Medical condition coding software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Medical procedure coding software,2.E.9.i,Medical software,N,N,Medical procedure coding software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,MEDITECH software,2.E.9.i,Medical software,Y,N,MEDITECH software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N,Microsoft Access
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Microsoft Dynamics,2.E.2.b,Enterprise resource planning ERP software,N,N,Microsoft Dynamics
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Microsoft Dynamics GP,2.E.2.b,Enterprise resource planning ERP software,N,N,Microsoft Dynamics GP
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y,Microsoft Excel
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Microsoft Exchange,2.E.16.a,Electronic mail software,N,N,Microsoft Exchange
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Microsoft Internet Explorer,2.E.10.e,Internet browser software,N,N,Microsoft Internet Explorer
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Microsoft Office software,2.E.1.k,Office suite software,Y,Y,Microsoft Office software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,Y,Microsoft Outlook
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,Y,Microsoft PowerPoint
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Microsoft Project,2.E.1.e,Project management software,Y,N,Microsoft Project
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Microsoft Publisher,2.E.4.k,Desktop publishing software,N,N,Microsoft Publisher
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Microsoft SharePoint,2.E.5.b,Document management software,Y,N,Microsoft SharePoint
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Microsoft Teams,2.E.1.e,Project management software,Y,N,Microsoft Teams
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Microsoft Visio,2.E.1.p,Process mapping and design software,Y,N,Microsoft Visio
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Microsoft Windows,2.E.13.c,Operating system software,Y,N,Microsoft Windows
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Microsoft Word,2.E.4.d,Word processing software,Y,N,Microsoft Word
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,MicroStrategy,2.E.6.m,Business intelligence and data analysis software,N,N,MicroStrategy
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Minitab,2.E.9.d,Analytical or scientific software,N,N,Minitab
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Mozilla Firefox,2.E.10.e,Internet browser software,Y,N,Mozilla Firefox
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Nearpod,2.E.8.e,Multi-media educational software,N,N,Nearpod
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,NetSuite ERP,2.E.2.b,Enterprise resource planning ERP software,N,N,NetSuite ERP
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,NortonLifeLock cybersecurity software,2.E.14.d,Transaction security and virus protection software,N,N,NortonLifeLock cybersecurity software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Oracle Database,2.E.6.f,Data base user interface and query software,Y,N,Oracle Database
